text,other,economic.liberal,economic.conservative,campaignfinance.corruption.opengovernment,crime.police,criminaljusticereform,domestic.violence,drugabuse,environment.climatechange,guncontrol.conservative,guncontrol.liberal,healthcare.bipartisan,healthcare.conservative,healthcare.liberal,education.liberal,education.conservative,infrastructure.roads.transportation,king.veterans,lgbt.anti,lgbt.pro,marijuana.anti,marijuana.pro,prochoice.womenshealth,prolife,raceissues.liberal,gerrymandering.anti,voting.conservative,voting.liberal
 @UniteWomenOrgCT: President Obama on #womensrights... ,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
"On the 7th anniversary of the Lily Ledbetter Fair Pay Act, it's more than about time we ensure #equalpay.  ",,,,,,,,,,,,,,,,,,,,,,,1,,,,,
"April 12 is Equal Pay Day!



Today, women in the United States are still only paid 78 cents for every dollar men are paid. Among minorities, the pay gap is even worse. African American women earn 60 cents on the dollar, while Latina women earn 55 cents on the dollar.



Wisconsin must do better to ensure equality among workers. It should be common sense that workers - regardless of race or sex - should be paid the same amount for doing the same job. 



Sign the petition to support equal pay here:  ",,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Join me as we celebrate Women's Equality Day and commemorate the 95th Anniversary of women earning the right to vote! #WomensEqualityDay,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
"""Men walk into a public restroom and they have everything they need to take care of ordinary bodily functions. Women don’t."" - Rep. Melissa Agard Sargent



",,,,,,,,,,,,,,,,,,,,,,,1,,,,,
 @RepHesselbein: Wisconsin Assembly Democrats: Equal Pay Can't Wait #Wisconsin #equalpaycantwait  ,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
"If you agree with me that 78% is not enough, please sign this petition in support of The Equal Pay Enforcement Act. Women and men should be paid the same amount for doing the same job.



#EqualPayCantWait",,,,,,,,,,,,,,,,,,,,,,,1,,,,,
"War on Women, to be continued.

",,,,,,,,,,,,,,,,,,,,,,,1,,,,,
treating parental leave as a thing that both men &amp; women need is a crucial step in achieving #genderequality  ,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
 @RepSpreitzer: Today is Equal Pay Day. Women make 78 cents on the dollar for every dollar men make. Wisconsin women deserve better. ,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
#FlashbackFriday to the early days of the Libertarian Party. Great read about the importance of #womeninpolitics! ,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
The Lily Ledbetter Fair Pay Act was signed into law as Pres. Obama's first new law seven years ago tomorrow! Four... ,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Happy #InternationalWomensDay!,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
#upskirting victims were heard 2day #WI Senate must act quickly to protect future victims &amp; promote justice &amp; safety ,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
 @jweisswolf: #TamponTax &amp; Violence Against Women ,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
NHS grad film explores gender & our feelings about it. ,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
@aecfkidscount @AECFNews &amp; @WomenInGovt #2016WIGSDTampa -&gt; our policies must address #rasiethewage #paidleave #childtaxcredits #jobtraining,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
NHS grad film explores gender &amp; our feelings about it. ,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Advocates continue to be concerned with changes to the Well Woman Program ,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
@news3jessica often men are asked and encouraged to run for office before women are,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
 @WomenLegisLobby: Thank you to all the wonderful women leaders who made the WiLL/WAND conference a success! #womenpowerpeace #womenatthe…,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
@ZontaIntl I was thrilled 2 present  @ advocacy training workshop 2day - women must raise their voices 2 share their passions &amp; knowledge,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
#EqualPayCantWait #Wisconsin #StandWithWomen ,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
" @POTUS: Nearly 100 years ago, women broke down barriers to the ballot box, moving us closer to a more equal nation. Let's finish what th…",,,,,,,,,,,,,,,,,,,,,,,1,,,,,
"As we celebrate Women's Equality Day it is important to remember the progress we've made and the remaining obstacles to full equality.



As Representative Lisa Subeck thoughtfully states: “Throughout the last four years, Republicans have consistently thrown Wisconsin women and families under the bus as they have rammed through their extreme right-wing agenda. As a result, we have taken several giant steps backward when it comes to equal access to health care, pay equity, and even the right to vote on Election Day. Though Women’s Equality Day marks a critical milestone to celebrate, it is important to remember that women still face significant challenges in gaining full equality. We have come a long way since the days of the Suffragettes fighting for our right to vote, yet we have much work to do.""",,,,,,,,,,,,,,,,,,,,,,,1,,,,,
"Today is Equal Pay Day. Did you know that on average, women make 78 cents to every dollar a man makes? It is even lower for women of color, and that's wrong. We've got to fix this pay gap.



Proud to be a cosponsor of equal pay for equal work and thankful that Democrats are leading once again on equal pay.",,,,,,,,,,,,,,,,,,,,,,,1,,,,,
It's time to put an end to paycheck discrimination. Join me this #EqualPayDay as we fight for fair wages and... ,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
"Today, April 12th, is Equal Pay Day. 



In the United States, women are paid 78 cents for every dollar a man earns. For women of color, the gap is even wider. African American women are paid 60 cents and Latinas are paid 55 cents for every dollar paid to white, non-Hispanic men.



Equal pay can't wait. Sign our petition and show your support for fair and equitable wages for Wisconsin’s working women: ",,,,,,,,,,,,,,,,,,,,,,,1,,,,,
" @stateinnovation: 78 cents on the dollar isn't going to cut in #WI

 #EqualPayCantWait ",,,,,,,,,,,,,,,,,,,,,,,1,,,,,
" @9to5WI: Let's stand for equal pay for equal work, because when women lose, communities lose. #EqualPayDay ",,,,,,,,,,,,,,,,,,,,,,,1,,,,,
"From day one, I have worked to carry the torch of gender equality forward. #WomensEqualityDay ",,,,,,,,,,,,,,,,,,,,,,,1,,,,,
First Energy &amp; Utilities meeting - 15 person committee - 2 of which are women Rep. Stuck and myself - @WomenInGovt @wiwomensnetwork,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
"""The Wisconsin Women’s Network Policy Institute provides hands-on leadership, communications, and policy advocacy... ",,,,,,,,,,,,,,,,,,,,,,,1,,,,,
 @RepChrisSinicki: The Lily Ledbetter Fair Pay Act was signed into law as Pres. Obama's first new law seven years ago tomorrow! Four... h…,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
"Until we are all valued as who we are regardless of gender, race, or who we love we are all oppressed @RepSargent #internationalwomensday",,,,,,,,,,,,,,,,,,,,,,,1,,,,,
"In 2016, women are still paid 78 cents for every dollar men are paid. 



While my son paid 100% of his college tuition, my daughter wasn't allowed to pay just 78% of her tuition. 



Assembly Democrats are committed to supporting #EqualPayForEqualWork, because 78% is not enough. 



",,,,,,,,,,,,,,,,,,,,,,,1,,,,,
 @BottAFP: @Dailytakes @Leahvukmir It's great to see another principled pro-market conservative taking on a leadership role in Wisconsin.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
I had a great time joining area business owners at Crush last night! We had a constructive discussion regarding how to continue reducing the regulatory burden on Wisconsin businesses. #wipolitics #wiright,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Stein: Making the Rich Poor Has Never Made the Poor Rich ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"As you prepare for Black Friday, remember that some deals may be so good they're illegal in WI. #dumblaw #wiright ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @RepRibble: Big loss for 2016 Republicans with @RepPaulRyan out. Big win for American taxpayers with Rep. Ryan staying in House to rewri…,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
" @MaryCzaja: About to testify in Assembly Environment cmte with Rep. Novak on AB 11, removing mandates. @WNA_news and WI Paper Council su…",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"""This is not about an account that people can use to save money. To me, this is about freedom, this is about flexibility,"" said Rep. Macco.



Thank you to WFRV-TV Channel 5 for covering this story.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Retweeted WaukeshaWaterUtility (@waukeshawater):



.@journalsentinel Editorial - Waukesha has earned the right to draw water from the lake - READ MORE ---> ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Courtesy of the Dept. of Revenue.  Now THIS is real reform!,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
WMC Small Business Committee Chair Testifies in Support of @AdamNeylonPress's Regulatory Reform Bill | @WisconsinMC: ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
" @RightWisconsin: Even this guy said the minimum markup law is ""absurd."" @dumbwislaw ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Last week, I attended a bill signing for a tax clean-up bill I authored with Rep. Novak &amp; Dept. of Revenue. ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Thanks to Wisconsin Manufacturers & Commerce - Wisconsin's Chamber for inviting me to speak at your Business Day in Madison this morning! #BDIM,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Great to join @WaukeshaGOP Biz group this morning to talk about government's, often negative, impact on business. ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @RepDaveCraig: Good piece on our personal property tax repeal bill. @repkulp @RepJarchow ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
" @SpeakerVos: October is Manufacturing Month in #Wisconsin. The manufacturing industry provides 450,000 jobs to our state, well over the…",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
" @GovWalker: ""Pass Regulatory Reform Now""

",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Go to SenatorKapenga.com to read about protecting your property rights, keeping unelected Washington bureaucrats out of Wisconsin small business, and allowing government to work more efficiently. #wipolitics #wiright",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
" @GovWalker: ""Pass Regulatory Reform Now""

",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin's Unfair Unfair Sales Act ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Bill I authored with @TylerAugust will return over $14M to 100,000 taxpayers. #goodgovernment ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Today, my legislation to add photo IDs to FoodShare QUEST cards in Wisconsin was heard in committee. As the bill's author, I testified before the committee on the bill. Click the link below to read my press release issued after the hearing. 



We need to continue to crack down on fraud in this state wherever we find it, so we aren't senselessly throwing your hard-earned taxpayer dollars away.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Our focus will be on reforming state government. #wiright @newstalk1130,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @KatrinaTrinko: Obama's new oil tax would make gas prices go up 22 cents a gallon ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
It's been a very successful session. I'm proud of the bills I authored and the overall success of holding the line on taxes while providing the services that government is responsible for.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @LHilgemann: @StateRepHutton @Leahvukmir @DaleKooyenga @DueyForSenate thnx for your leadership-WI taxpayers deserve full repeal! ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Yesterday, I met with Governor Scott Walker and State Representative Scott Krug to explore solutions for groundwater issues in Wisconsin. Due to the different geo-regions in Wisconsin, it is important to establish separate rules for specific areas in the state. It is important that we work with the DNR to accomplish this through administrative rule. I have and continue to work with the DNR to bring this about, and I believe the governor supports my approach.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"As we close out 2015 and look ahead to 2016, I'd like to share with you what we've accomplished in the Legislature during the past year. It was an exciting year in Madison, and our conservative reforms continued to move Wisconsin in the right direction. Happy New Year!",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
We can't get serious about lowering property taxes until we hold the line on spending. That's why I authored AB 449. ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Rep. @MikeKuglitsch's column on negative effects of @EPA's proposed guidelines re: greenhouse gas emissions: ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Thank our country's entrepreneurs, and the free market, for cheap gas.  The free market delivers more solutions to our great state, and country, than any politician could ever grant.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @GovWalker: Bottom line – I am confident we can safely and responsibly maintain our roads and do better than simply placing new taxes on…,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"I am the only candidate in the race who supports the Balanced Budget Amendment: 



",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Did you know- It is against the law to sell homemade baked goods in Wisconsin. Cookies, brownies, muffins, cupcakes, etc. Those who violate the law potentially face up to $1,000 in fines and up to six months in jail.



I will work for Wisconsin to bring forth common sense when it comes to outdated laws. I will fight to make sure that our individual freedoms are always protected.



Help me get to Madison, donate $20.00 and you will receive a homemade cupcake baked from my Mother, in her kitchen.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Nick Novak of the MacIver Institute: A higher minimum wage would eliminate opportunity for success: 



",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
It's time to take a hard look at unemployment insurance fraud in Wisconsin. ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"WMC: EPA rules to cost Wisconsin $28 billion in lost economic output, 23,000 jobs:



",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Today, I Co-sponsored a bill by fellow job creator and legislator Bob Kulp.  Most folks don't know that many small businesses pay something called Personal Property Tax on things like the desks, chairs and other equipment they own for their business.  They pay that tax over and over again each year.  This bill helps small business owners and brings fairness to a very carved up and unfair tax.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"We are always facing tight budgets, and we in the legislature should keep our costs down just like other state agencies. I have consistently returned a large percentage of my office account at the conclusion of a legislative session, saving the taxpayers over $100,000 in the last 8 years.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
So true. 5 Groups the Department of Labor's New Overtime Rule Hurts the Most | ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Tax Freedom Day in Wisconsin is three days after the nation's...April 27. State ranked #40. #notgood,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Hardworking taxpayers deserve to keep more of their paychecks. Learn more: ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @GovWalker: WI employers will experience an estimated $135 million reduction in unemployment insurance taxes for 2016 &amp; 2017. ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @DailyCaller: Global Warming? Global Sea Ice Levels Defy Alarmist Predictions ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
" @repschraa: Bill I authored with @TylerAugust will return over $14M to 100,000 taxpayers. #goodgovernment ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
The EPA’s failure to act on a phosphorus cutting plan could cost Green Bay money and jobs. “They’re way past the... ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
" @repvos: For my Democratic friends in WI who support this idea - $15 min. wage in Seattle, San Francisco claims 1st casualties ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"I'm always looking for reforms that will promote free market principles.  This article is an interesting read and explains why we need to start tearing down some unnecessary occupational licensing.  Almost always, the free market works better than arbitrary  government restrictions on occupations. 

",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Really?  I thought our Governor Walker was one of the few govs in the Midwest who actually opposed the ethanol mandates by the feds.  Although I am a strong supporter of agriculture, I am absolutely opposed to federal mandates - this IS NOT free market.  I, for one, am very disappointed with the governor's new position.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
The non-partisan Legislative Fiscal Bureau says that property taxes will continue to decline over the next two years.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
@journalsentinel @WaukeshaFreeman Major Regulatory Reform bill pending in legislature going unnoticed by SE WI media ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"One of the main reasons the Red Tape Review is such is a high priority is that government regulation negatively affects economic growth. It is consistently identified as a top challenge for businesses at the state and federal level. Small businesses in particular are unfairly affected by regulation, spending 80 percent more per worker than large employers to comply with regulation.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Had a good discussion yesterday at WCTC for our Red Tape Review Roundtable. With the help of local businesses, Assembly Republicans are working to eliminate burdensome and outdated regulations.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
About to go into session. Working to pass bill I co sponsored supporting .@Uber!,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
@WISCTV_News3 Is this really the best deal for taxpayers? ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Taking steps to provide easier access to resources in the Northwoods.



",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"@ReformWisconsin: ""Passage of #REINS Act Hailed as Victory for Wisconsin Taxpayers"" Also major victory for #smallbiz ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"President Obama's Clean Power Plan will cost Wisconsin billions of dollars and thousands of jobs by the time it is fully implemented. This major policy change was all done without a single vote in Congress. I am happy to see that Wisconsin is moving forward with a lawsuit to block this far overreaching rule.



",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
We can't assume taxpayers can afford to fund government at the pace it's being funded - My bill helps the taxpayer. ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @newstalk1130: .@WisDOJ Brad Schimel files to postpone deadlines under new EPA emission rules ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"And we wonder why GDP growth is stuck below 2%, more fed gov overreach. Treasury’s Inversion Scythe ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
@RightWisconsin @SykesCharlie @ManleyWMC Committee vote on AB 251: WI REINS Act scheduled for tomorrow,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Are your taxes still too high? ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
We need to remove burdensome red tape that makes doing business in Wisconsin difficult: ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Read about the Assembly passing legislation to further protect the environment and consumers, Governor Scott Walker's signing of 11 bills into law last Wednesday, Wisconsin's exports reaching an all-time high during 2014, and an update on the JFC's first executive session on the #wibudget. #wiright",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @AdamNeylon: Sad how some liberals blatantly demonize success yet claim to be progressive. Prosperity is an overwhelmingly positive forc…,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Judge Easterbrook 7th circuit court found WI's John Doe, ""screamingly unconstitutional."" Today we voted 60-36 to reform the system.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Congress is a step closer to approving the repeal of the victory tax on Olympic medalists. @TeamUSA (1/2)

",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"GAB didn't promulgate rules required by law ""because they were busy with other tasks."" #GABproblems #tbt ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Today I voted to increase Wisconsin's speed limit to 70mph with AB27.  The bill has been sent to the Senate.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Market forces work best for wages. Michael Saltsman: The Unappetizing Effect of Minimum-Wage Hikes - WSJ ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @chriskapenga: Another reason 2016 will be important...the impact on your wallet.  Proposed EPA rules would harm Wisconsin's economy htt…,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @ManleyWMC: GAB emails show plot to force recusal of Sup Ct justices even before issuing warrants in John Doe investigation. ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"""Fight for $15"" campaign ignores impact on non-profits:



",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
I'll be at Rothschild this morning for the Red Tape Review Rollout!  I'm looking forward to our round table discussions about eliminating burdensome and outdated regulations from our Administrative Code.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
" @MacIverWisc: .@AdamNeylon: Talk of small biz being opposed to REINS Act ""couldn't be further from truth."" One lobbyist opposed it.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @waukeshawater: .@journalsentinel Editorial - Waukesha has earned the right to draw water from the lake - READ MORE ---&gt; ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"My interview with WFDL's Gregg Stensland regarding campaign finance and John Doe reforms, and the GAB. ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Sick of hearing about debt? Me too! Good thing the Wisconsin Assembly Republicans are looking to do something about it.



",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
This is just another clear example of why the Government Accountability Board needs to be replaced.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Our state budget has no new sales or income taxes and it freezes property taxes.  Meanwhile, in Illinois...",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
" @WisconsinEye: Live at 1 pm: Assembly to take up John Doe proceedings, reorganizing the GAB, and campaign finance. ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @CatoInstitute: Grand Rapids-based grocery chain Meijer is in legal trouble—for allegedly pricing its goods too low. Learn more: ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @RepCoryMason: @TylerAugust/@RepCoryMason Rideshare Bill to bring services like #Uber &amp; #lyft to WI passes out of Assembly Cmte with bip…,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @WILawLiberty: Conservative group suing over minimum markup law ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Personal property tax is an arbitrary tax that makes it harder for small businesses to compete. ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Here is one example of how the Complete Streets law has led to a questionable use of taxpayer money:



",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"One of my favorite things in the world is solving problems for my constituents, especially when it's just a matter of cutting red tape and common sense. Getting Things Done.",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"ICYMI: bill that I authored with @repschraa leading to almost 100,000 people seeing unclaimed property checks! ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
".@marcorubio ""We need to repeal Dodd Frank immediately""

#GOPDebate #BankingDisaster #MarcoRubioforPresident",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
All those who worked to make GAB reform a reality are @RightWisconsin's “Winner of the Day.” #wiright #tcot ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @gneumann_wkow: .@RepCoryMason says Racine has no established cab service - ride-share will fill that void there and in other medium siz…,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
" @WIAssemblyGOP: ""The @Wisconsin_GAB is a national embarrassment."" @RepDeanKnudson ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @RedTapeReviewWI: Hearing two Red Tape Review bills in the Assembly Committee on Environment and Forestry today. Thanks @RepJesseKremer …,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
@RightWisconsin Final calendar includes Assembly Bill 251 state REINS Act scheduled for Thursday floor vote ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
" @SykesCharlie: In audience, Kevin Kennedy checking how long he's got left as GAB boss @Leahvukmir @RepDeanKnudson ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Overwhelming support for State REINS Act from our business community, including Wisconsin Independent Businesses ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Today, the Assembly Committee on Ways and Means held a public hearing on legislation to return excess stadium sales tax to Brown County and its municipalities. Last week the Senate unanimously passed this bill, and I am excited to see it continuing to move forward in the Assembly as well. The bill will likely be voted on by the full Assembly in October. 

",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Yesterday the Green Bay City Council voted to use excess stadium sales tax funds for economic development projects, infrastructure improvements, and lead water pipe replacement. The Council also voted to transfer three of its unused liquor licenses to Ashwaubenon for use in the Titletown District development. I am excited to see legislation I worked on this session come full circle and have a positive impact on our community. 

",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Senator Cowles testified in front of the Senate Natural Resources Committee on a bill that tries to address the growing conflict over how to manage groundwater resources in vulnerable parts of the state.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Coming this week: 70 mph speed limit signs.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
" @VickiMcKenna: Sanfelippo: Stop pretending GAB is ‘nonpartisan,’ reform it NOW ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
WI spends more per person on roads than neighbor states. We MUST spend more wisely - not increase taxes. #WIright ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"“I am humbled by this opportunity and will work hard each and every day to serve the people of the 88th district. During the upcoming legislative session, our focus will be on finding efficiencies in government and strengthening our state’s economy, and I am eager to get to work.” 



",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @SpeakerVos: A public hearing today in ASM Transportation Committee on a bill to raise speed limit to 70 mph.  #itsabouttime @reptittl @…,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Public safety takes the backseat in Wisconsin ""#Uber Bill"" signed by @GovWalker late Friday night. ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @PeterWBarca: @RepShankland and @senhansen1 today spearheading new effort to protect WI taxpayers,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Wisconsin State Senate to vote on 70 mph speed limit bill. @reptittl @WIAssemblyGOP ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Is Scott Walker's biggest victory giving power back to taxpayers?



",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
State taxpayers will not be on the hook if MKE streetcar operational costs exceed projected revenues: ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Do you think Dems would still like ""nonpartisan"" GAB if Roggensack, Prosser, Ziegler, Gableman and R. Bradley made up majority of panel?",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Happy to be there when Governor Scott Walker signed the bill to return $17 million back to Brown County.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
" @LuisCardona_O: Great look into @DaleKooyenga's commitment to Wisconsin small biz, gov should support, not stifle, small businesses!

htt…",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
ICYMI: Waukesha has earned the right to draw water from the lake (via Milwaukee Journal Sentinel),,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Why Wealth Inequality Is Way More Complicated Than Just Rich and Poor ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
@SenStroebel and I have authored a bill that lowers transportation delivery costs for local units of government. ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
".@MarcoRubio: ""You know why these banks are so big? The government made them big."" Time to repeal Dodd–Frank! #TeamMarco #wiright",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Free markets work best to raise wages, not government. A Raise at McDonald’s - WSJ ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
" @_InWisconsin: Thanks to statewide #econdev partners like @MadisonRegion, business in Wisconsin is strong. #YearofEconDev ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Roads, tax break top GOP agenda ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
WI has 93 new rules currently being promulgated. How much will companies be FORCED to pay just to comply? #REINS Act ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @Taxeconomist: What an awesome day in Wisconsin! #ALECideas #tcot #PJNET It's great to see free market ideas at work! ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
What is the status of the minimum markup repeal? by @jwigderson #wiright ,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
.@Scotus ruling is why I keep to pushing for RegReform (AB251) to limit over-regulation on the state level #wiright #jobs #economy,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"Under Republican leadership over the past few years, we've reversed a decade-long trend of steep increases in property taxes.  But this chart shows that we still have a long way to go!",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
 @CameronSholty: @RightWisconsin @SpeakerVos should pro rate @WIAssemblyDems per diems for today. Legislators have ONE job: take votes. N…,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
"On his way out the door, Kevin Kennedy removes the partisan mask:



",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
" @WSJ: Obama’s pledge to reduce greenhouse gas emissions by 80% by 2050 would cost $5.3 trillion, a new study shows ",,,1,,,,,,,,,,,,,,,,,,,,,,,,,
A bill to make gov't work better is signed into law.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
